PING 10.0.2.22 (10.0.2.22) 56(84) bytes of data.
64 bytes from 10.0.2.22: icmp_seq=529 ttl=63 time=37.6 ms
64 bytes from 10.0.2.22: icmp_seq=530 ttl=63 time=38.9 ms
64 bytes from 10.0.2.22: icmp_seq=531 ttl=63 time=38.5 ms
64 bytes from 10.0.2.22: icmp_seq=532 ttl=63 time=42.2 ms
64 bytes from 10.0.2.22: icmp_seq=533 ttl=63 time=37.7 ms
64 bytes from 10.0.2.22: icmp_seq=534 ttl=63 time=40.0 ms
64 bytes from 10.0.2.22: icmp_seq=535 ttl=63 time=37.4 ms
64 bytes from 10.0.2.22: icmp_seq=536 ttl=63 time=39.6 ms
64 bytes from 10.0.2.22: icmp_seq=537 ttl=63 time=40.5 ms
64 bytes from 10.0.2.22: icmp_seq=538 ttl=63 time=38.8 ms
64 bytes from 10.0.2.22: icmp_seq=539 ttl=63 time=42.6 ms
64 bytes from 10.0.2.22: icmp_seq=540 ttl=63 time=41.4 ms
64 bytes from 10.0.2.22: icmp_seq=541 ttl=63 time=38.8 ms
64 bytes from 10.0.2.22: icmp_seq=542 ttl=63 time=42.4 ms
64 bytes from 10.0.2.22: icmp_seq=543 ttl=63 time=39.3 ms
64 bytes from 10.0.2.22: icmp_seq=544 ttl=63 time=40.6 ms
64 bytes from 10.0.2.22: icmp_seq=545 ttl=63 time=41.3 ms
64 bytes from 10.0.2.22: icmp_seq=546 ttl=63 time=38.9 ms
64 bytes from 10.0.2.22: icmp_seq=547 ttl=63 time=42.5 ms
64 bytes from 10.0.2.22: icmp_seq=548 ttl=63 time=39.8 ms
64 bytes from 10.0.2.22: icmp_seq=549 ttl=63 time=43.7 ms
64 bytes from 10.0.2.22: icmp_seq=550 ttl=63 time=39.6 ms
64 bytes from 10.0.2.22: icmp_seq=551 ttl=63 time=37.2 ms
64 bytes from 10.0.2.22: icmp_seq=552 ttl=63 time=41.2 ms
64 bytes from 10.0.2.22: icmp_seq=553 ttl=63 time=39.2 ms
64 bytes from 10.0.2.22: icmp_seq=554 ttl=63 time=40.3 ms
64 bytes from 10.0.2.22: icmp_seq=555 ttl=63 time=37.8 ms
64 bytes from 10.0.2.22: icmp_seq=556 ttl=63 time=40.4 ms
64 bytes from 10.0.2.22: icmp_seq=557 ttl=63 time=38.1 ms
64 bytes from 10.0.2.22: icmp_seq=558 ttl=63 time=41.3 ms
64 bytes from 10.0.2.22: icmp_seq=559 ttl=63 time=39.4 ms
64 bytes from 10.0.2.22: icmp_seq=560 ttl=63 time=37.3 ms
64 bytes from 10.0.2.22: icmp_seq=561 ttl=63 time=40.2 ms
64 bytes from 10.0.2.22: icmp_seq=562 ttl=63 time=42.7 ms
64 bytes from 10.0.2.22: icmp_seq=563 ttl=63 time=39.5 ms
64 bytes from 10.0.2.22: icmp_seq=564 ttl=63 time=40.9 ms
64 bytes from 10.0.2.22: icmp_seq=565 ttl=63 time=36.1 ms
64 bytes from 10.0.2.22: icmp_seq=566 ttl=63 time=37.5 ms
64 bytes from 10.0.2.22: icmp_seq=567 ttl=63 time=40.4 ms
64 bytes from 10.0.2.22: icmp_seq=568 ttl=63 time=38.3 ms
64 bytes from 10.0.2.22: icmp_seq=569 ttl=63 time=39.7 ms
64 bytes from 10.0.2.22: icmp_seq=570 ttl=63 time=37.9 ms
64 bytes from 10.0.2.22: icmp_seq=571 ttl=63 time=41.3 ms
64 bytes from 10.0.2.22: icmp_seq=572 ttl=63 time=41.7 ms
64 bytes from 10.0.2.22: icmp_seq=573 ttl=63 time=38.8 ms
64 bytes from 10.0.2.22: icmp_seq=574 ttl=63 time=39.1 ms
64 bytes from 10.0.2.22: icmp_seq=575 ttl=63 time=43.0 ms
64 bytes from 10.0.2.22: icmp_seq=576 ttl=63 time=40.8 ms
64 bytes from 10.0.2.22: icmp_seq=577 ttl=63 time=40.5 ms
64 bytes from 10.0.2.22: icmp_seq=578 ttl=63 time=37.3 ms
64 bytes from 10.0.2.22: icmp_seq=579 ttl=63 time=41.4 ms
64 bytes from 10.0.2.22: icmp_seq=580 ttl=63 time=38.4 ms
64 bytes from 10.0.2.22: icmp_seq=581 ttl=63 time=42.0 ms
64 bytes from 10.0.2.22: icmp_seq=582 ttl=63 time=38.7 ms
64 bytes from 10.0.2.22: icmp_seq=583 ttl=63 time=42.8 ms
64 bytes from 10.0.2.22: icmp_seq=584 ttl=63 time=41.2 ms
64 bytes from 10.0.2.22: icmp_seq=585 ttl=63 time=37.3 ms
64 bytes from 10.0.2.22: icmp_seq=586 ttl=63 time=40.4 ms
64 bytes from 10.0.2.22: icmp_seq=587 ttl=63 time=38.9 ms
64 bytes from 10.0.2.22: icmp_seq=588 ttl=63 time=37.4 ms
