1558453508.993848, 0
1558453509.018298, 0
1558453509.037753, 3
1558453509.056298, 7
1558453509.076794, 3
1558453509.097305, 13
1558453509.115911, 17
1558453509.129259, 21
1558453509.143423, 23
1558453509.157184, 25
1558453509.171583, 28
1558453509.185234, 31
1558453509.198778, 35
1558453509.212395, 38
1558453509.225822, 42
1558453509.239304, 49
1558453509.260298, 53
1558453509.279870, 59
1558453509.292847, 64
1558453509.306168, 68
1558453509.319577, 72
1558453509.332905, 77
1558453509.346482, 81
1558453509.359792, 82
1558453509.373769, 87
1558453509.387416, 91
1558453509.400814, 93
1558453509.414079, 99
1558453509.427335, 99
1558453509.441273, 99
1558453509.454741, 100
1558453509.468086, 100
1558453509.481428, 100
1558453509.495085, 100
1558453509.508511, 100
1558453509.522227, 100
1558453509.535630, 99
1558453509.548924, 100
1558453509.563334, 100
1558453509.577075, 100
1558453509.591567, 100
1558453509.604938, 99
1558453509.618624, 100
1558453509.632217, 100
1558453509.645703, 100
1558453509.659982, 99
1558453509.673545, 99
1558453509.687228, 100
1558453509.700903, 100
1558453509.714240, 99
1558453509.727236, 100
1558453509.740687, 100
1558453509.754001, 99
1558453509.767393, 100
1558453509.781021, 100
1558453509.794429, 100
1558453509.808082, 100
1558453509.821018, 100
1558453509.834411, 100
1558453509.848042, 99
1558453509.869452, 99
1558453509.887396, 100
1558453509.901108, 100
1558453509.914341, 100
1558453509.927653, 100
1558453509.941586, 99
1558453509.955585, 100
1558453509.969677, 100
1558453509.983577, 100
1558453509.998150, 100
1558453510.011745, 99
1558453510.025545, 100
1558453510.039545, 100
1558453510.053273, 100
1558453510.066788, 99
1558453510.080752, 99
1558453510.094270, 100
1558453510.107984, 100
1558453510.121978, 100
1558453510.135331, 99
1558453510.148683, 99
1558453510.162556, 100
1558453510.176891, 100
1558453510.190317, 100
1558453510.203924, 99
1558453510.217591, 99
1558453510.231234, 100
1558453510.246410, 99
1558453510.260354, 100
1558453510.275008, 97
1558453510.288537, 97
1558453510.302101, 97
1558453510.315618, 98
1558453510.328619, 99
1558453510.341807, 100
1558453510.355725, 99
1558453510.369356, 98
1558453510.382613, 100
1558453510.396089, 98
1558453510.409476, 98
1558453510.422827, 99
1558453510.436202, 99
1558453510.450218, 98
1558453510.468767, 97
1558453510.487938, 100
1558453510.500903, 98
1558453510.514438, 97
1558453510.527904, 99
1558453510.540991, 100
1558453510.554915, 100
1558453510.568408, 96
1558453510.581711, 97
1558453510.595087, 100
1558453510.608650, 97
1558453510.622330, 100
1558453510.636089, 100
1558453510.649635, 100
1558453510.663191, 100
1558453510.676762, 96
1558453510.690582, 95
1558453510.704383, 93
1558453510.717880, 98
1558453510.731079, 100
1558453510.744960, 98
1558453510.758374, 97
1558453510.771896, 100
1558453510.785249, 97
1558453510.798731, 100
1558453510.812105, 99
1558453510.825986, 99
1558453510.839480, 100
1558453510.853576, 99
1558453510.867249, 96
1558453510.880689, 98
1558453510.894384, 95
1558453510.907998, 97
1558453510.921636, 97
1558453510.934732, 93
1558453510.948202, 97
1558453510.961580, 98
1558453510.974948, 97
1558453510.988671, 100
1558453511.002185, 98
1558453511.015723, 98
1558453511.029462, 97
1558453511.042927, 96
1558453511.069978, 94
1558453511.088955, 97
1558453511.102943, 93
1558453511.116676, 96
1558453511.129912, 97
1558453511.143394, 95
1558453511.156790, 98
1558453511.170184, 100
1558453511.184068, 98
1558453511.197058, 96
1558453511.210610, 95
1558453511.224646, 94
1558453511.245637, 96
1558453511.261880, 95
1558453511.275654, 94
1558453511.290119, 96
1558453511.303672, 95
1558453511.316898, 93
1558453511.330726, 98
1558453511.345904, 99
1558453511.360073, 98
1558453511.373858, 96
1558453511.387803, 97
1558453511.401404, 93
1558453511.414931, 95
1558453511.428508, 95
1558453511.441764, 93
1558453511.456286, 97
1558453511.469577, 96
1558453511.483212, 94
1558453511.496347, 97
1558453511.509734, 97
1558453511.523750, 94
1558453511.537188, 91
1558453511.550569, 88
1558453511.564012, 84
1558453511.577581, 82
1558453511.591406, 76
1558453511.605058, 71
1558453511.618554, 69
1558453511.632046, 65
1558453511.651364, 63
1558453511.670445, 58
1558453511.692494, 53
1558453511.706227, 47
1558453511.719367, 44
1558453511.732565, 40
1558453511.746498, 35
1558453511.760148, 37
1558453511.773804, 38
1558453511.787682, 38
1558453511.801035, 38
1558453511.814609, 37
1558453511.828113, 35
1558453511.842329, 34
1558453511.855758, 34
1558453511.869311, 35
1558453511.883418, 34
1558453511.896735, 34
1558453511.910175, 34
1558453511.924220, 34
1558453511.937505, 33
1558453511.957356, 34
1558453511.970747, 33
1558453511.984309, 34
1558453511.997447, 34
1558453512.010436, 35
1558453512.024692, 35
1558453512.038020, 34
1558453512.055868, 35
1558453512.069436, 35
1558453512.082943, 34
1558453512.096940, 35
1558453512.110662, 34
1558453512.124184, 34
1558453512.137513, 35
1558453512.151304, 36
1558453512.164945, 36
1558453512.178373, 36
1558453512.191657, 35
