PING 10.0.2.22 (10.0.2.22) 56(84) bytes of data.
64 bytes from 10.0.2.22: icmp_seq=401 ttl=63 time=531 ms
64 bytes from 10.0.2.22: icmp_seq=402 ttl=63 time=530 ms
64 bytes from 10.0.2.22: icmp_seq=403 ttl=63 time=530 ms
64 bytes from 10.0.2.22: icmp_seq=404 ttl=63 time=532 ms
64 bytes from 10.0.2.22: icmp_seq=405 ttl=63 time=517 ms
64 bytes from 10.0.2.22: icmp_seq=406 ttl=63 time=515 ms
64 bytes from 10.0.2.22: icmp_seq=407 ttl=63 time=515 ms
64 bytes from 10.0.2.22: icmp_seq=408 ttl=63 time=517 ms
64 bytes from 10.0.2.22: icmp_seq=409 ttl=63 time=516 ms
64 bytes from 10.0.2.22: icmp_seq=410 ttl=63 time=518 ms
64 bytes from 10.0.2.22: icmp_seq=411 ttl=63 time=516 ms
64 bytes from 10.0.2.22: icmp_seq=412 ttl=63 time=517 ms
64 bytes from 10.0.2.22: icmp_seq=413 ttl=63 time=518 ms
64 bytes from 10.0.2.22: icmp_seq=414 ttl=63 time=521 ms
64 bytes from 10.0.2.22: icmp_seq=415 ttl=63 time=521 ms
64 bytes from 10.0.2.22: icmp_seq=416 ttl=63 time=521 ms
64 bytes from 10.0.2.22: icmp_seq=417 ttl=63 time=519 ms
64 bytes from 10.0.2.22: icmp_seq=418 ttl=63 time=519 ms
64 bytes from 10.0.2.22: icmp_seq=419 ttl=63 time=523 ms
64 bytes from 10.0.2.22: icmp_seq=420 ttl=63 time=523 ms
64 bytes from 10.0.2.22: icmp_seq=421 ttl=63 time=522 ms
64 bytes from 10.0.2.22: icmp_seq=422 ttl=63 time=522 ms
64 bytes from 10.0.2.22: icmp_seq=423 ttl=63 time=521 ms
64 bytes from 10.0.2.22: icmp_seq=424 ttl=63 time=523 ms
64 bytes from 10.0.2.22: icmp_seq=425 ttl=63 time=525 ms
64 bytes from 10.0.2.22: icmp_seq=426 ttl=63 time=537 ms
64 bytes from 10.0.2.22: icmp_seq=427 ttl=63 time=539 ms
64 bytes from 10.0.2.22: icmp_seq=428 ttl=63 time=537 ms
64 bytes from 10.0.2.22: icmp_seq=429 ttl=63 time=539 ms
64 bytes from 10.0.2.22: icmp_seq=430 ttl=63 time=541 ms
64 bytes from 10.0.2.22: icmp_seq=431 ttl=63 time=533 ms
64 bytes from 10.0.2.22: icmp_seq=432 ttl=63 time=531 ms
64 bytes from 10.0.2.22: icmp_seq=433 ttl=63 time=535 ms
64 bytes from 10.0.2.22: icmp_seq=434 ttl=63 time=533 ms
64 bytes from 10.0.2.22: icmp_seq=435 ttl=63 time=532 ms
64 bytes from 10.0.2.22: icmp_seq=436 ttl=63 time=531 ms
64 bytes from 10.0.2.22: icmp_seq=437 ttl=63 time=535 ms
64 bytes from 10.0.2.22: icmp_seq=438 ttl=63 time=526 ms
64 bytes from 10.0.2.22: icmp_seq=439 ttl=63 time=526 ms
64 bytes from 10.0.2.22: icmp_seq=440 ttl=63 time=526 ms
64 bytes from 10.0.2.22: icmp_seq=441 ttl=63 time=527 ms
64 bytes from 10.0.2.22: icmp_seq=442 ttl=63 time=528 ms
64 bytes from 10.0.2.22: icmp_seq=443 ttl=63 time=527 ms
64 bytes from 10.0.2.22: icmp_seq=444 ttl=63 time=529 ms
64 bytes from 10.0.2.22: icmp_seq=445 ttl=63 time=528 ms
64 bytes from 10.0.2.22: icmp_seq=446 ttl=63 time=530 ms
64 bytes from 10.0.2.22: icmp_seq=447 ttl=63 time=529 ms
64 bytes from 10.0.2.22: icmp_seq=448 ttl=63 time=528 ms
64 bytes from 10.0.2.22: icmp_seq=449 ttl=63 time=538 ms
64 bytes from 10.0.2.22: icmp_seq=450 ttl=63 time=536 ms
64 bytes from 10.0.2.22: icmp_seq=451 ttl=63 time=538 ms
64 bytes from 10.0.2.22: icmp_seq=452 ttl=63 time=537 ms
64 bytes from 10.0.2.22: icmp_seq=453 ttl=63 time=540 ms
64 bytes from 10.0.2.22: icmp_seq=454 ttl=63 time=541 ms
64 bytes from 10.0.2.22: icmp_seq=455 ttl=63 time=531 ms
64 bytes from 10.0.2.22: icmp_seq=456 ttl=63 time=532 ms
64 bytes from 10.0.2.22: icmp_seq=457 ttl=63 time=533 ms
64 bytes from 10.0.2.22: icmp_seq=458 ttl=63 time=531 ms
64 bytes from 10.0.2.22: icmp_seq=459 ttl=63 time=539 ms
64 bytes from 10.0.2.22: icmp_seq=460 ttl=63 time=536 ms
64 bytes from 10.0.2.22: icmp_seq=461 ttl=63 time=549 ms
64 bytes from 10.0.2.22: icmp_seq=462 ttl=63 time=562 ms
64 bytes from 10.0.2.22: icmp_seq=463 ttl=63 time=561 ms
64 bytes from 10.0.2.22: icmp_seq=464 ttl=63 time=554 ms
64 bytes from 10.0.2.22: icmp_seq=465 ttl=63 time=560 ms
64 bytes from 10.0.2.22: icmp_seq=466 ttl=63 time=560 ms
64 bytes from 10.0.2.22: icmp_seq=467 ttl=63 time=540 ms
64 bytes from 10.0.2.22: icmp_seq=468 ttl=63 time=539 ms
64 bytes from 10.0.2.22: icmp_seq=469 ttl=63 time=538 ms
64 bytes from 10.0.2.22: icmp_seq=470 ttl=63 time=533 ms
64 bytes from 10.0.2.22: icmp_seq=471 ttl=63 time=532 ms
64 bytes from 10.0.2.22: icmp_seq=472 ttl=63 time=538 ms
64 bytes from 10.0.2.22: icmp_seq=473 ttl=63 time=539 ms
64 bytes from 10.0.2.22: icmp_seq=474 ttl=63 time=540 ms
64 bytes from 10.0.2.22: icmp_seq=475 ttl=63 time=548 ms
64 bytes from 10.0.2.22: icmp_seq=476 ttl=63 time=547 ms
64 bytes from 10.0.2.22: icmp_seq=477 ttl=63 time=545 ms
64 bytes from 10.0.2.22: icmp_seq=478 ttl=63 time=544 ms
64 bytes from 10.0.2.22: icmp_seq=479 ttl=63 time=543 ms
64 bytes from 10.0.2.22: icmp_seq=480 ttl=63 time=546 ms
64 bytes from 10.0.2.22: icmp_seq=481 ttl=63 time=541 ms
64 bytes from 10.0.2.22: icmp_seq=482 ttl=63 time=538 ms
64 bytes from 10.0.2.22: icmp_seq=483 ttl=63 time=540 ms
64 bytes from 10.0.2.22: icmp_seq=484 ttl=63 time=541 ms
64 bytes from 10.0.2.22: icmp_seq=485 ttl=63 time=556 ms
64 bytes from 10.0.2.22: icmp_seq=486 ttl=63 time=549 ms
64 bytes from 10.0.2.22: icmp_seq=487 ttl=63 time=549 ms
64 bytes from 10.0.2.22: icmp_seq=488 ttl=63 time=552 ms
64 bytes from 10.0.2.22: icmp_seq=489 ttl=63 time=551 ms
64 bytes from 10.0.2.22: icmp_seq=490 ttl=63 time=551 ms
64 bytes from 10.0.2.22: icmp_seq=491 ttl=63 time=535 ms
64 bytes from 10.0.2.22: icmp_seq=492 ttl=63 time=534 ms
64 bytes from 10.0.2.22: icmp_seq=493 ttl=63 time=541 ms
64 bytes from 10.0.2.22: icmp_seq=494 ttl=63 time=544 ms
64 bytes from 10.0.2.22: icmp_seq=495 ttl=63 time=548 ms
64 bytes from 10.0.2.22: icmp_seq=496 ttl=63 time=548 ms
64 bytes from 10.0.2.22: icmp_seq=497 ttl=63 time=551 ms
64 bytes from 10.0.2.22: icmp_seq=498 ttl=63 time=549 ms
64 bytes from 10.0.2.22: icmp_seq=499 ttl=63 time=551 ms
64 bytes from 10.0.2.22: icmp_seq=500 ttl=63 time=548 ms
64 bytes from 10.0.2.22: icmp_seq=501 ttl=63 time=546 ms
64 bytes from 10.0.2.22: icmp_seq=502 ttl=63 time=547 ms
64 bytes from 10.0.2.22: icmp_seq=503 ttl=63 time=539 ms
64 bytes from 10.0.2.22: icmp_seq=504 ttl=63 time=537 ms
64 bytes from 10.0.2.22: icmp_seq=505 ttl=63 time=540 ms
64 bytes from 10.0.2.22: icmp_seq=506 ttl=63 time=546 ms
64 bytes from 10.0.2.22: icmp_seq=507 ttl=63 time=549 ms
64 bytes from 10.0.2.22: icmp_seq=508 ttl=63 time=547 ms
64 bytes from 10.0.2.22: icmp_seq=509 ttl=63 time=548 ms
64 bytes from 10.0.2.22: icmp_seq=510 ttl=63 time=548 ms
64 bytes from 10.0.2.22: icmp_seq=511 ttl=63 time=547 ms
64 bytes from 10.0.2.22: icmp_seq=512 ttl=63 time=562 ms
64 bytes from 10.0.2.22: icmp_seq=513 ttl=63 time=562 ms
64 bytes from 10.0.2.22: icmp_seq=514 ttl=63 time=565 ms
64 bytes from 10.0.2.22: icmp_seq=515 ttl=63 time=564 ms
64 bytes from 10.0.2.22: icmp_seq=516 ttl=63 time=566 ms
64 bytes from 10.0.2.22: icmp_seq=517 ttl=63 time=544 ms
64 bytes from 10.0.2.22: icmp_seq=518 ttl=63 time=543 ms
64 bytes from 10.0.2.22: icmp_seq=519 ttl=63 time=543 ms
64 bytes from 10.0.2.22: icmp_seq=520 ttl=63 time=543 ms
64 bytes from 10.0.2.22: icmp_seq=521 ttl=63 time=542 ms
64 bytes from 10.0.2.22: icmp_seq=522 ttl=63 time=544 ms
64 bytes from 10.0.2.22: icmp_seq=523 ttl=63 time=546 ms
64 bytes from 10.0.2.22: icmp_seq=524 ttl=63 time=546 ms
64 bytes from 10.0.2.22: icmp_seq=525 ttl=63 time=542 ms
64 bytes from 10.0.2.22: icmp_seq=526 ttl=63 time=545 ms
64 bytes from 10.0.2.22: icmp_seq=527 ttl=63 time=547 ms
64 bytes from 10.0.2.22: icmp_seq=528 ttl=63 time=548 ms
64 bytes from 10.0.2.22: icmp_seq=529 ttl=63 time=548 ms
64 bytes from 10.0.2.22: icmp_seq=530 ttl=63 time=547 ms
64 bytes from 10.0.2.22: icmp_seq=531 ttl=63 time=545 ms
64 bytes from 10.0.2.22: icmp_seq=532 ttl=63 time=550 ms
64 bytes from 10.0.2.22: icmp_seq=533 ttl=63 time=549 ms
64 bytes from 10.0.2.22: icmp_seq=534 ttl=63 time=566 ms
64 bytes from 10.0.2.22: icmp_seq=535 ttl=63 time=569 ms
64 bytes from 10.0.2.22: icmp_seq=536 ttl=63 time=568 ms
64 bytes from 10.0.2.22: icmp_seq=537 ttl=63 time=573 ms
64 bytes from 10.0.2.22: icmp_seq=538 ttl=63 time=569 ms
64 bytes from 10.0.2.22: icmp_seq=539 ttl=63 time=564 ms
64 bytes from 10.0.2.22: icmp_seq=540 ttl=63 time=559 ms
64 bytes from 10.0.2.22: icmp_seq=541 ttl=63 time=560 ms
64 bytes from 10.0.2.22: icmp_seq=542 ttl=63 time=558 ms
64 bytes from 10.0.2.22: icmp_seq=543 ttl=63 time=559 ms
64 bytes from 10.0.2.22: icmp_seq=544 ttl=63 time=574 ms
64 bytes from 10.0.2.22: icmp_seq=545 ttl=63 time=565 ms
64 bytes from 10.0.2.22: icmp_seq=546 ttl=63 time=562 ms
64 bytes from 10.0.2.22: icmp_seq=547 ttl=63 time=562 ms
64 bytes from 10.0.2.22: icmp_seq=548 ttl=63 time=569 ms
64 bytes from 10.0.2.22: icmp_seq=549 ttl=63 time=564 ms
64 bytes from 10.0.2.22: icmp_seq=550 ttl=63 time=572 ms
64 bytes from 10.0.2.22: icmp_seq=551 ttl=63 time=571 ms
64 bytes from 10.0.2.22: icmp_seq=552 ttl=63 time=570 ms
64 bytes from 10.0.2.22: icmp_seq=553 ttl=63 time=564 ms
64 bytes from 10.0.2.22: icmp_seq=554 ttl=63 time=565 ms
64 bytes from 10.0.2.22: icmp_seq=555 ttl=63 time=558 ms
64 bytes from 10.0.2.22: icmp_seq=556 ttl=63 time=552 ms
64 bytes from 10.0.2.22: icmp_seq=557 ttl=63 time=552 ms
64 bytes from 10.0.2.22: icmp_seq=558 ttl=63 time=552 ms
64 bytes from 10.0.2.22: icmp_seq=559 ttl=63 time=553 ms
64 bytes from 10.0.2.22: icmp_seq=560 ttl=63 time=553 ms
64 bytes from 10.0.2.22: icmp_seq=561 ttl=63 time=553 ms
64 bytes from 10.0.2.22: icmp_seq=562 ttl=63 time=563 ms
64 bytes from 10.0.2.22: icmp_seq=563 ttl=63 time=562 ms
64 bytes from 10.0.2.22: icmp_seq=564 ttl=63 time=562 ms
64 bytes from 10.0.2.22: icmp_seq=565 ttl=63 time=563 ms
64 bytes from 10.0.2.22: icmp_seq=566 ttl=63 time=562 ms
64 bytes from 10.0.2.22: icmp_seq=567 ttl=63 time=554 ms
64 bytes from 10.0.2.22: icmp_seq=568 ttl=63 time=566 ms
64 bytes from 10.0.2.22: icmp_seq=569 ttl=63 time=564 ms
64 bytes from 10.0.2.22: icmp_seq=570 ttl=63 time=566 ms
64 bytes from 10.0.2.22: icmp_seq=571 ttl=63 time=570 ms
64 bytes from 10.0.2.22: icmp_seq=572 ttl=63 time=569 ms
64 bytes from 10.0.2.22: icmp_seq=573 ttl=63 time=568 ms
64 bytes from 10.0.2.22: icmp_seq=574 ttl=63 time=565 ms
64 bytes from 10.0.2.22: icmp_seq=575 ttl=63 time=564 ms
64 bytes from 10.0.2.22: icmp_seq=576 ttl=63 time=571 ms
64 bytes from 10.0.2.22: icmp_seq=577 ttl=63 time=567 ms
64 bytes from 10.0.2.22: icmp_seq=578 ttl=63 time=576 ms
64 bytes from 10.0.2.22: icmp_seq=579 ttl=63 time=576 ms
64 bytes from 10.0.2.22: icmp_seq=580 ttl=63 time=567 ms
64 bytes from 10.0.2.22: icmp_seq=581 ttl=63 time=568 ms
64 bytes from 10.0.2.22: icmp_seq=582 ttl=63 time=569 ms
64 bytes from 10.0.2.22: icmp_seq=583 ttl=63 time=560 ms
64 bytes from 10.0.2.22: icmp_seq=584 ttl=63 time=556 ms
64 bytes from 10.0.2.22: icmp_seq=585 ttl=63 time=557 ms
64 bytes from 10.0.2.22: icmp_seq=586 ttl=63 time=565 ms
64 bytes from 10.0.2.22: icmp_seq=587 ttl=63 time=563 ms
64 bytes from 10.0.2.22: icmp_seq=588 ttl=63 time=565 ms
64 bytes from 10.0.2.22: icmp_seq=589 ttl=63 time=566 ms
