PING 10.0.2.22 (10.0.2.22) 56(84) bytes of data.
64 bytes from 10.0.2.22: icmp_seq=370 ttl=63 time=8.45 ms
64 bytes from 10.0.2.22: icmp_seq=371 ttl=63 time=5.61 ms
64 bytes from 10.0.2.22: icmp_seq=372 ttl=63 time=9.66 ms
64 bytes from 10.0.2.22: icmp_seq=373 ttl=63 time=7.54 ms
64 bytes from 10.0.2.22: icmp_seq=374 ttl=63 time=5.91 ms
64 bytes from 10.0.2.22: icmp_seq=375 ttl=63 time=9.26 ms
64 bytes from 10.0.2.22: icmp_seq=376 ttl=63 time=8.86 ms
64 bytes from 10.0.2.22: icmp_seq=377 ttl=63 time=5.31 ms
64 bytes from 10.0.2.22: icmp_seq=378 ttl=63 time=8.55 ms
64 bytes from 10.0.2.22: icmp_seq=379 ttl=63 time=9.18 ms
64 bytes from 10.0.2.22: icmp_seq=380 ttl=63 time=6.29 ms
64 bytes from 10.0.2.22: icmp_seq=381 ttl=63 time=9.94 ms
64 bytes from 10.0.2.22: icmp_seq=382 ttl=63 time=8.54 ms
64 bytes from 10.0.2.22: icmp_seq=383 ttl=63 time=5.62 ms
64 bytes from 10.0.2.22: icmp_seq=385 ttl=63 time=10.9 ms
64 bytes from 10.0.2.22: icmp_seq=386 ttl=63 time=8.91 ms
64 bytes from 10.0.2.22: icmp_seq=387 ttl=63 time=7.62 ms
64 bytes from 10.0.2.22: icmp_seq=388 ttl=63 time=4.36 ms
64 bytes from 10.0.2.22: icmp_seq=389 ttl=63 time=10.4 ms
64 bytes from 10.0.2.22: icmp_seq=390 ttl=63 time=6.38 ms
64 bytes from 10.0.2.22: icmp_seq=391 ttl=63 time=5.83 ms
64 bytes from 10.0.2.22: icmp_seq=392 ttl=63 time=8.89 ms
64 bytes from 10.0.2.22: icmp_seq=393 ttl=63 time=7.64 ms
64 bytes from 10.0.2.22: icmp_seq=394 ttl=63 time=6.16 ms
64 bytes from 10.0.2.22: icmp_seq=395 ttl=63 time=10.5 ms
64 bytes from 10.0.2.22: icmp_seq=396 ttl=63 time=8.55 ms
64 bytes from 10.0.2.22: icmp_seq=397 ttl=63 time=6.22 ms
64 bytes from 10.0.2.22: icmp_seq=399 ttl=63 time=228 ms
64 bytes from 10.0.2.22: icmp_seq=400 ttl=63 time=150 ms
64 bytes from 10.0.2.22: icmp_seq=403 ttl=63 time=135 ms
64 bytes from 10.0.2.22: icmp_seq=404 ttl=63 time=79.1 ms
64 bytes from 10.0.2.22: icmp_seq=407 ttl=63 time=26.5 ms
64 bytes from 10.0.2.22: icmp_seq=408 ttl=63 time=35.8 ms
64 bytes from 10.0.2.22: icmp_seq=409 ttl=63 time=45.8 ms
64 bytes from 10.0.2.22: icmp_seq=410 ttl=63 time=66.7 ms
64 bytes from 10.0.2.22: icmp_seq=411 ttl=63 time=63.0 ms
64 bytes from 10.0.2.22: icmp_seq=412 ttl=63 time=60.2 ms
64 bytes from 10.0.2.22: icmp_seq=414 ttl=63 time=66.3 ms
64 bytes from 10.0.2.22: icmp_seq=415 ttl=63 time=62.6 ms
64 bytes from 10.0.2.22: icmp_seq=416 ttl=63 time=60.4 ms
64 bytes from 10.0.2.22: icmp_seq=418 ttl=63 time=40.9 ms
64 bytes from 10.0.2.22: icmp_seq=420 ttl=63 time=83.1 ms
64 bytes from 10.0.2.22: icmp_seq=421 ttl=63 time=44.3 ms
64 bytes from 10.0.2.22: icmp_seq=422 ttl=63 time=40.8 ms
64 bytes from 10.0.2.22: icmp_seq=423 ttl=63 time=61.1 ms
64 bytes from 10.0.2.22: icmp_seq=424 ttl=63 time=57.6 ms
64 bytes from 10.0.2.22: icmp_seq=425 ttl=63 time=29.4 ms
64 bytes from 10.0.2.22: icmp_seq=430 ttl=63 time=48.8 ms
64 bytes from 10.0.2.22: icmp_seq=431 ttl=63 time=44.9 ms
64 bytes from 10.0.2.22: icmp_seq=432 ttl=63 time=66.3 ms
64 bytes from 10.0.2.22: icmp_seq=433 ttl=63 time=39.4 ms
64 bytes from 10.0.2.22: icmp_seq=434 ttl=63 time=35.6 ms
64 bytes from 10.0.2.22: icmp_seq=435 ttl=63 time=57.0 ms
64 bytes from 10.0.2.22: icmp_seq=436 ttl=63 time=41.6 ms
64 bytes from 10.0.2.22: icmp_seq=437 ttl=63 time=51.2 ms
64 bytes from 10.0.2.22: icmp_seq=438 ttl=63 time=60.5 ms
64 bytes from 10.0.2.22: icmp_seq=439 ttl=63 time=32.2 ms
64 bytes from 10.0.2.22: icmp_seq=440 ttl=63 time=53.3 ms
64 bytes from 10.0.2.22: icmp_seq=441 ttl=63 time=50.5 ms
64 bytes from 10.0.2.22: icmp_seq=443 ttl=63 time=78.4 ms
64 bytes from 10.0.2.22: icmp_seq=444 ttl=63 time=52.0 ms
64 bytes from 10.0.2.22: icmp_seq=445 ttl=63 time=48.2 ms
64 bytes from 10.0.2.22: icmp_seq=447 ttl=63 time=64.3 ms
64 bytes from 10.0.2.22: icmp_seq=448 ttl=63 time=61.4 ms
64 bytes from 10.0.2.22: icmp_seq=449 ttl=63 time=45.9 ms
64 bytes from 10.0.2.22: icmp_seq=450 ttl=63 time=67.7 ms
64 bytes from 10.0.2.22: icmp_seq=451 ttl=63 time=51.1 ms
64 bytes from 10.0.2.22: icmp_seq=452 ttl=63 time=72.2 ms
64 bytes from 10.0.2.22: icmp_seq=453 ttl=63 time=69.4 ms
64 bytes from 10.0.2.22: icmp_seq=454 ttl=63 time=42.8 ms
64 bytes from 10.0.2.22: icmp_seq=455 ttl=63 time=51.0 ms
64 bytes from 10.0.2.22: icmp_seq=456 ttl=63 time=61.2 ms
64 bytes from 10.0.2.22: icmp_seq=457 ttl=63 time=45.4 ms
64 bytes from 10.0.2.22: icmp_seq=459 ttl=63 time=85.4 ms
64 bytes from 10.0.2.22: icmp_seq=460 ttl=63 time=45.5 ms
64 bytes from 10.0.2.22: icmp_seq=461 ttl=63 time=42.4 ms
64 bytes from 10.0.2.22: icmp_seq=462 ttl=63 time=62.4 ms
64 bytes from 10.0.2.22: icmp_seq=463 ttl=63 time=58.5 ms
64 bytes from 10.0.2.22: icmp_seq=464 ttl=63 time=42.9 ms
64 bytes from 10.0.2.22: icmp_seq=465 ttl=63 time=63.9 ms
64 bytes from 10.0.2.22: icmp_seq=466 ttl=63 time=49.1 ms
64 bytes from 10.0.2.22: icmp_seq=467 ttl=63 time=70.1 ms
64 bytes from 10.0.2.22: icmp_seq=468 ttl=63 time=55.7 ms
64 bytes from 10.0.2.22: icmp_seq=469 ttl=63 time=39.7 ms
64 bytes from 10.0.2.22: icmp_seq=470 ttl=63 time=60.8 ms
64 bytes from 10.0.2.22: icmp_seq=471 ttl=63 time=59.7 ms
64 bytes from 10.0.2.22: icmp_seq=472 ttl=63 time=56.0 ms
64 bytes from 10.0.2.22: icmp_seq=473 ttl=63 time=66.5 ms
64 bytes from 10.0.2.22: icmp_seq=474 ttl=63 time=50.2 ms
64 bytes from 10.0.2.22: icmp_seq=475 ttl=63 time=48.0 ms
64 bytes from 10.0.2.22: icmp_seq=477 ttl=63 time=74.1 ms
64 bytes from 10.0.2.22: icmp_seq=478 ttl=63 time=60.3 ms
64 bytes from 10.0.2.22: icmp_seq=479 ttl=63 time=33.2 ms
64 bytes from 10.0.2.22: icmp_seq=480 ttl=63 time=40.8 ms
64 bytes from 10.0.2.22: icmp_seq=481 ttl=63 time=62.6 ms
64 bytes from 10.0.2.22: icmp_seq=482 ttl=63 time=47.0 ms
64 bytes from 10.0.2.22: icmp_seq=483 ttl=63 time=68.6 ms
64 bytes from 10.0.2.22: icmp_seq=484 ttl=63 time=65.6 ms
64 bytes from 10.0.2.22: icmp_seq=486 ttl=63 time=68.4 ms
64 bytes from 10.0.2.22: icmp_seq=487 ttl=63 time=53.4 ms
64 bytes from 10.0.2.22: icmp_seq=488 ttl=63 time=50.8 ms
64 bytes from 10.0.2.22: icmp_seq=489 ttl=63 time=72.6 ms
64 bytes from 10.0.2.22: icmp_seq=491 ttl=63 time=76.3 ms
64 bytes from 10.0.2.22: icmp_seq=492 ttl=63 time=61.4 ms
64 bytes from 10.0.2.22: icmp_seq=493 ttl=63 time=34.0 ms
64 bytes from 10.0.2.22: icmp_seq=494 ttl=63 time=31.3 ms
64 bytes from 10.0.2.22: icmp_seq=495 ttl=63 time=52.8 ms
64 bytes from 10.0.2.22: icmp_seq=496 ttl=63 time=37.2 ms
64 bytes from 10.0.2.22: icmp_seq=497 ttl=63 time=2.57 ms
64 bytes from 10.0.2.22: icmp_seq=498 ttl=63 time=3.46 ms
64 bytes from 10.0.2.22: icmp_seq=499 ttl=63 time=4.89 ms
64 bytes from 10.0.2.22: icmp_seq=500 ttl=63 time=5.93 ms
64 bytes from 10.0.2.22: icmp_seq=501 ttl=63 time=4.55 ms
64 bytes from 10.0.2.22: icmp_seq=502 ttl=63 time=5.26 ms
64 bytes from 10.0.2.22: icmp_seq=503 ttl=63 time=5.38 ms
64 bytes from 10.0.2.22: icmp_seq=504 ttl=63 time=3.94 ms
64 bytes from 10.0.2.22: icmp_seq=505 ttl=63 time=5.86 ms
64 bytes from 10.0.2.22: icmp_seq=506 ttl=63 time=4.50 ms
64 bytes from 10.0.2.22: icmp_seq=507 ttl=63 time=7.81 ms
64 bytes from 10.0.2.22: icmp_seq=508 ttl=63 time=6.39 ms
64 bytes from 10.0.2.22: icmp_seq=509 ttl=63 time=7.04 ms
64 bytes from 10.0.2.22: icmp_seq=510 ttl=63 time=2.66 ms
64 bytes from 10.0.2.22: icmp_seq=511 ttl=63 time=5.33 ms
64 bytes from 10.0.2.22: icmp_seq=512 ttl=63 time=5.32 ms
64 bytes from 10.0.2.22: icmp_seq=513 ttl=63 time=3.47 ms
64 bytes from 10.0.2.22: icmp_seq=514 ttl=63 time=4.77 ms
64 bytes from 10.0.2.22: icmp_seq=515 ttl=63 time=7.79 ms
64 bytes from 10.0.2.22: icmp_seq=516 ttl=63 time=4.69 ms
64 bytes from 10.0.2.22: icmp_seq=517 ttl=63 time=5.02 ms
64 bytes from 10.0.2.22: icmp_seq=518 ttl=63 time=4.55 ms
64 bytes from 10.0.2.22: icmp_seq=519 ttl=63 time=5.82 ms
64 bytes from 10.0.2.22: icmp_seq=520 ttl=63 time=6.24 ms
64 bytes from 10.0.2.22: icmp_seq=521 ttl=63 time=3.87 ms
64 bytes from 10.0.2.22: icmp_seq=522 ttl=63 time=7.75 ms
64 bytes from 10.0.2.22: icmp_seq=523 ttl=63 time=5.52 ms
64 bytes from 10.0.2.22: icmp_seq=524 ttl=63 time=4.64 ms
64 bytes from 10.0.2.22: icmp_seq=525 ttl=63 time=6.40 ms
64 bytes from 10.0.2.22: icmp_seq=526 ttl=63 time=6.87 ms
64 bytes from 10.0.2.22: icmp_seq=527 ttl=63 time=8.27 ms
64 bytes from 10.0.2.22: icmp_seq=528 ttl=63 time=8.22 ms
64 bytes from 10.0.2.22: icmp_seq=529 ttl=63 time=7.98 ms
64 bytes from 10.0.2.22: icmp_seq=530 ttl=63 time=8.89 ms
64 bytes from 10.0.2.22: icmp_seq=531 ttl=63 time=2.65 ms
64 bytes from 10.0.2.22: icmp_seq=532 ttl=63 time=6.87 ms
64 bytes from 10.0.2.22: icmp_seq=533 ttl=63 time=8.26 ms
64 bytes from 10.0.2.22: icmp_seq=534 ttl=63 time=7.65 ms
64 bytes from 10.0.2.22: icmp_seq=535 ttl=63 time=5.84 ms
64 bytes from 10.0.2.22: icmp_seq=536 ttl=63 time=6.45 ms
64 bytes from 10.0.2.22: icmp_seq=537 ttl=63 time=6.11 ms
64 bytes from 10.0.2.22: icmp_seq=538 ttl=63 time=8.57 ms
64 bytes from 10.0.2.22: icmp_seq=539 ttl=63 time=8.59 ms
64 bytes from 10.0.2.22: icmp_seq=540 ttl=63 time=8.14 ms
64 bytes from 10.0.2.22: icmp_seq=541 ttl=63 time=2.91 ms
64 bytes from 10.0.2.22: icmp_seq=542 ttl=63 time=7.60 ms
64 bytes from 10.0.2.22: icmp_seq=543 ttl=63 time=5.12 ms
64 bytes from 10.0.2.22: icmp_seq=544 ttl=63 time=7.71 ms
64 bytes from 10.0.2.22: icmp_seq=545 ttl=63 time=6.35 ms
64 bytes from 10.0.2.22: icmp_seq=546 ttl=63 time=6.46 ms
64 bytes from 10.0.2.22: icmp_seq=547 ttl=63 time=5.11 ms
64 bytes from 10.0.2.22: icmp_seq=548 ttl=63 time=6.05 ms
64 bytes from 10.0.2.22: icmp_seq=549 ttl=63 time=9.67 ms
64 bytes from 10.0.2.22: icmp_seq=550 ttl=63 time=7.24 ms
64 bytes from 10.0.2.22: icmp_seq=551 ttl=63 time=2.48 ms
64 bytes from 10.0.2.22: icmp_seq=552 ttl=63 time=5.52 ms
64 bytes from 10.0.2.22: icmp_seq=553 ttl=63 time=4.22 ms
64 bytes from 10.0.2.22: icmp_seq=554 ttl=63 time=3.41 ms
64 bytes from 10.0.2.22: icmp_seq=555 ttl=63 time=8.24 ms
64 bytes from 10.0.2.22: icmp_seq=556 ttl=63 time=2.44 ms
64 bytes from 10.0.2.22: icmp_seq=557 ttl=63 time=6.67 ms
64 bytes from 10.0.2.22: icmp_seq=558 ttl=63 time=9.01 ms
64 bytes from 10.0.2.22: icmp_seq=559 ttl=63 time=5.83 ms
64 bytes from 10.0.2.22: icmp_seq=560 ttl=63 time=5.15 ms
64 bytes from 10.0.2.22: icmp_seq=561 ttl=63 time=7.82 ms
64 bytes from 10.0.2.22: icmp_seq=562 ttl=63 time=5.73 ms
64 bytes from 10.0.2.22: icmp_seq=563 ttl=63 time=7.73 ms
64 bytes from 10.0.2.22: icmp_seq=564 ttl=63 time=6.88 ms
64 bytes from 10.0.2.22: icmp_seq=565 ttl=63 time=7.41 ms
64 bytes from 10.0.2.22: icmp_seq=566 ttl=63 time=2.62 ms
64 bytes from 10.0.2.22: icmp_seq=567 ttl=63 time=4.33 ms
64 bytes from 10.0.2.22: icmp_seq=568 ttl=63 time=8.50 ms
64 bytes from 10.0.2.22: icmp_seq=569 ttl=63 time=6.97 ms
64 bytes from 10.0.2.22: icmp_seq=570 ttl=63 time=5.32 ms
64 bytes from 10.0.2.22: icmp_seq=571 ttl=63 time=3.46 ms
64 bytes from 10.0.2.22: icmp_seq=572 ttl=63 time=5.20 ms
64 bytes from 10.0.2.22: icmp_seq=573 ttl=63 time=7.48 ms
64 bytes from 10.0.2.22: icmp_seq=574 ttl=63 time=5.89 ms
64 bytes from 10.0.2.22: icmp_seq=575 ttl=63 time=6.81 ms
64 bytes from 10.0.2.22: icmp_seq=576 ttl=63 time=8.43 ms
64 bytes from 10.0.2.22: icmp_seq=577 ttl=63 time=6.03 ms
64 bytes from 10.0.2.22: icmp_seq=578 ttl=63 time=5.23 ms
64 bytes from 10.0.2.22: icmp_seq=579 ttl=63 time=7.49 ms
64 bytes from 10.0.2.22: icmp_seq=580 ttl=63 time=6.14 ms
64 bytes from 10.0.2.22: icmp_seq=581 ttl=63 time=5.33 ms
64 bytes from 10.0.2.22: icmp_seq=582 ttl=63 time=8.31 ms
64 bytes from 10.0.2.22: icmp_seq=583 ttl=63 time=5.38 ms
64 bytes from 10.0.2.22: icmp_seq=584 ttl=63 time=5.76 ms
64 bytes from 10.0.2.22: icmp_seq=585 ttl=63 time=8.69 ms
64 bytes from 10.0.2.22: icmp_seq=586 ttl=63 time=5.73 ms
64 bytes from 10.0.2.22: icmp_seq=587 ttl=63 time=6.44 ms
64 bytes from 10.0.2.22: icmp_seq=588 ttl=63 time=8.61 ms
64 bytes from 10.0.2.22: icmp_seq=589 ttl=63 time=6.35 ms
64 bytes from 10.0.2.22: icmp_seq=590 ttl=63 time=4.58 ms
64 bytes from 10.0.2.22: icmp_seq=591 ttl=63 time=5.65 ms
64 bytes from 10.0.2.22: icmp_seq=592 ttl=63 time=6.82 ms
64 bytes from 10.0.2.22: icmp_seq=593 ttl=63 time=4.91 ms
64 bytes from 10.0.2.22: icmp_seq=594 ttl=63 time=5.32 ms
64 bytes from 10.0.2.22: icmp_seq=595 ttl=63 time=5.69 ms
64 bytes from 10.0.2.22: icmp_seq=596 ttl=63 time=6.98 ms
